Date,Year,Season,Field Stage,Stage Type,Pest,Pest Count/Damage,Threshold Status,Action,Pest_Diff,Pest_Trend_Sign,Field,YEAR,DOY,X,T2M,PRECTOTCORR,RH2M,WS2M,GWETROOT,ALLSKY_SFC_PAR_TOT,T2M_MAX,T2M_MIN,WD2M,GWETTOP,TS,ALLSKY_SFC_LW_DWN,QV2M,PS,GWETPROF,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_SW_DIFF
2023-12-18,2023.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-2.0,-,Field1,2023.0,352.0,0.0,23.8,9.11,95.11,1.64,0.89,1.74,24.86,22.31,18.9,0.88,25.09,35.73,19.44,98.24,0.88,0.59,2.01
2023-12-19,2023.0,Dry,Nursery,Management Stage,RBB,1.0,Below Threshold,0.0,1.0,+,Field1,2023.0,353.0,2.0,24.07,3.01,89.1,1.17,0.9,6.35,28.27,21.45,125.3,0.87,25.34,35.83,18.19,98.55,0.88,1.93,7.85
2023-12-20,2023.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-1.0,-,Field1,2023.0,354.0,0.0,25.61,2.17,74.52,0.42,0.89,8.24,31.1,21.09,92.4,0.87,26.39,35.29,17.36,98.57,0.88,1.98,5.46
2023-12-21,2023.0,Dry,Nursery,Management Stage,RBB,3.0,Below Threshold,0.0,3.0,+,Field1,2023.0,355.0,6.0,25.55,0.42,80.27,0.36,0.89,9.36,31.47,20.5,72.5,0.86,26.86,34.82,18.07,98.59,0.87,2.14,4.86
2023-12-22,2023.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-3.0,-,Field1,2023.0,356.0,0.0,25.41,7.65,83.01,0.77,0.88,8.54,30.62,20.56,88.3,0.87,27.33,35.1,18.79,98.71,0.87,1.99,5.2
2023-12-23,2023.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2023.0,357.0,0.0,24.21,2.2,85.11,0.98,0.88,8.88,30.01,19.59,67.5,0.86,26.03,34.22,17.86,98.82,0.87,2.02,4.84
2023-12-24,2023.0,Dry,Nursery,Management Stage,RBB,3.0,Below Threshold,0.0,3.0,+,Field1,2023.0,358.0,6.0,24.64,5.85,84.29,0.88,0.88,8.45,30.5,18.83,63.6,0.86,26.56,34.93,18.15,98.75,0.87,1.98,5.25
2023-12-25,2023.0,Dry,Nursery,Management Stage,RBB,4.0,Below Threshold,0.0,1.0,+,Field1,2023.0,359.0,7.0,24.97,7.03,84.71,0.99,0.88,4.9,30.33,19.97,49.4,0.87,26.88,36.05,18.88,98.67,0.87,1.46,6.95
2023-12-26,2023.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,-4.0,-,Field1,2023.0,360.0,0.0,24.93,24.51,86.9,1.16,0.88,8.4,29.69,21.47,68.5,0.88,27.2,35.24,19.29,98.75,0.86,1.94,5.16
2023-12-27,2023.0,Dry,Nursery,Management Stage,RBB,0.0,Below Threshold,0.0,0.0,0,Field1,2023.0,361.0,0.0,24.39,4.8,86.31,0.92,0.89,8.56,29.97,20.47,77.2,0.88,26.24,34.88,18.51,98.87,0.86,2.02,5.16
2023-12-28,2023.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,8.0,+,Field1,2023.0,362.0,9.0,24.36,4.43,85.42,0.86,0.89,7.27,29.92,20.07,62.3,0.87,25.74,34.75,18.41,98.78,0.86,1.72,5.13
2023-12-29,2023.0,Dry,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-3.0,-,Field1,2023.0,363.0,5.0,24.73,2.3,80.91,0.81,0.88,8.6,30.38,19.16,80.6,0.86,26.8,34.88,18.23,98.59,0.86,2.01,4.94
2023-12-30,2023.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-1.0,-,Field1,2023.0,364.0,5.0,25.62,11.01,87.27,0.75,0.88,8.19,29.68,22.69,145.1,0.88,27.25,36.19,19.52,98.54,0.86,1.9,5.25
2023-12-31,2023.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,4.0,+,Field1,2023.0,365.0,11.0,26.31,2.22,76.32,0.46,0.89,9.37,31.66,22.02,114.1,0.87,27.27,34.83,17.95,98.58,0.86,2.16,5.05
2024-01-01,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-1.0,-,Field1,2024.0,1.0,10.0,25.47,7.24,83.17,0.63,0.88,8.3,30.59,20.69,54.8,0.86,27.33,35.36,18.98,98.53,0.85,2.01,5.64
2024-01-02,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-5.0,-,Field1,2024.0,2.0,2.0,24.66,7.41,89.71,0.68,0.89,5.22,27.4,22.51,52.6,0.88,25.75,36.03,19.45,98.52,0.86,1.64,6.86
2024-01-03,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,8.0,+,Field1,2024.0,3.0,12.0,25.82,1.82,82.73,0.47,0.89,7.71,31.57,21.25,65.7,0.86,27.15,36.15,18.78,98.54,0.85,2.02,6.9
2024-01-04,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-9.0,-,Field1,2024.0,4.0,1.0,25.47,1.92,83.21,0.62,0.88,9.1,30.72,21.15,89.4,0.86,27.17,35.02,18.86,98.56,0.85,2.18,4.4
2024-01-05,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,14.0,+,Field1,2024.0,5.0,18.0,25.07,0.22,74.37,0.62,0.87,10.2,32.29,19.57,48.7,0.85,26.5,33.37,16.92,98.64,0.85,2.51,4.43
2024-01-06,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-6.0,-,Field1,2024.0,6.0,9.0,24.35,4.25,86.54,0.72,0.87,7.29,28.3,20.47,76.2,0.86,26.05,35.31,18.48,98.66,0.85,1.96,7.76
2024-01-07,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-5.0,-,Field1,2024.0,7.0,7.0,24.99,4.44,83.95,0.84,0.87,8.93,30.13,20.7,60.4,0.86,26.71,35.01,18.58,98.64,0.85,2.21,6.48
2024-01-08,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-4.0,-,Field1,2024.0,8.0,0.0,24.76,9.37,84.28,0.97,0.87,7.69,29.66,19.95,63.7,0.87,26.69,35.51,18.66,98.62,0.85,1.93,5.75
2024-01-09,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,15.0,+,Field1,2024.0,9.0,15.0,24.95,4.03,85.22,0.85,0.88,7.26,29.12,21.31,64.8,0.86,26.67,35.84,18.92,98.53,0.85,1.96,5.82
2024-01-10,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,-3.0,-,Field1,2024.0,10.0,13.0,25.07,8.99,84.94,0.81,0.87,7.92,29.98,20.61,59.5,0.87,26.53,35.36,18.85,98.46,0.85,1.98,5.37
2024-01-11,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,1.0,+,Field1,2024.0,11.0,13.0,25.04,2.96,84.98,0.98,0.87,8.22,31.08,19.98,45.5,0.86,26.9,35.2,18.69,98.48,0.85,2.02,5.55
2024-01-12,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-7.0,-,Field1,2024.0,12.0,9.0,24.07,1.11,86.13,1.01,0.87,7.71,28.12,20.45,38.3,0.85,25.96,35.17,18.07,98.46,0.85,2.01,6.73
2024-01-13,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,-3.0,-,Field1,2024.0,13.0,5.0,23.82,0.96,86.56,1.15,0.86,8.54,29.39,19.9,57.6,0.85,25.4,34.37,17.87,98.53,0.85,2.29,9.62
2024-01-14,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,12.0,+,Field1,2024.0,14.0,16.0,23.06,1.58,83.49,1.46,0.86,7.29,28.25,19.41,49.8,0.85,25.17,34.2,16.93,98.62,0.84,2.02,8.51
2024-01-15,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-10.0,-,Field1,2024.0,15.0,7.0,23.66,18.91,89.08,1.66,0.86,7.0,28.22,19.85,37.4,0.87,25.7,35.75,18.45,98.52,0.84,1.92,6.83
2024-01-16,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,7.0,+,Field1,2024.0,16.0,14.0,23.33,17.13,90.08,1.56,0.89,6.17,27.1,20.91,36.2,0.89,24.74,35.22,18.05,98.57,0.86,1.85,8.29
2024-01-17,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-5.0,-,Field1,2024.0,17.0,8.0,23.83,1.33,88.37,1.68,0.88,6.99,28.1,21.18,34.7,0.86,25.98,35.38,18.29,98.52,0.86,1.77,5.98
2024-01-18,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,5.0,+,Field1,2024.0,18.0,12.0,24.05,8.01,88.99,1.27,0.87,3.2,28.69,20.5,47.0,0.87,25.66,35.25,18.61,98.52,0.86,0.94,3.84
2024-01-19,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-4.0,-,Field1,2024.0,19.0,11.0,24.74,5.32,84.12,0.89,0.87,6.75,29.66,20.78,50.8,0.86,26.74,35.47,18.41,98.49,0.86,1.8,6.42
2024-01-20,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,1.0,+,Field1,2024.0,20.0,9.0,24.2,2.6,86.28,0.67,0.87,8.3,29.64,20.0,46.2,0.86,25.53,34.79,17.79,98.52,0.86,2.11,7.68
2024-01-21,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,4.0,+,Field1,2024.0,21.0,14.0,24.2,1.88,85.98,0.67,0.87,8.26,29.0,20.68,13.6,0.85,26.19,34.98,17.84,98.63,0.85,2.21,7.82
2024-01-22,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,-11.0,-,Field1,2024.0,22.0,4.0,24.39,1.27,85.94,0.67,0.86,7.99,29.44,20.21,56.6,0.85,26.21,35.35,18.09,98.69,0.85,2.1,7.42
2024-01-23,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,6.0,+,Field1,2024.0,23.0,8.0,23.47,1.12,88.62,0.64,0.86,8.1,26.31,20.86,77.6,0.85,25.83,34.64,18.07,98.73,0.85,2.01,7.66
2024-01-24,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-4.0,-,Field1,2024.0,24.0,4.0,23.92,6.03,83.14,1.11,0.86,9.45,30.21,18.32,35.8,0.85,26.0,34.09,17.12,98.82,0.85,2.25,7.18
2024-01-25,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,9.0,+,Field1,2024.0,25.0,15.0,23.75,1.82,82.56,1.39,0.86,8.77,29.46,19.9,40.6,0.85,25.39,33.67,16.52,98.98,0.84,2.24,10.92
2024-01-26,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,-10.0,-,Field1,2024.0,26.0,4.0,23.03,3.86,86.2,1.77,0.85,6.31,29.01,18.8,34.3,0.85,24.61,34.13,16.63,99.02,0.84,1.66,7.24
2024-01-27,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,11.0,Economic Damage,0.0,8.0,+,Field1,2024.0,27.0,13.0,21.52,0.42,85.05,2.3,0.85,8.45,26.82,17.74,25.6,0.84,23.36,32.71,15.14,98.97,0.84,2.22,9.53
2024-01-28,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,1.0,+,Field1,2024.0,28.0,15.0,21.99,0.19,87.49,1.56,0.85,7.9,25.57,18.65,20.2,0.84,23.29,34.22,15.96,98.92,0.84,2.26,10.62
2024-01-29,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,-2.0,-,Field1,2024.0,29.0,11.0,23.07,0.78,90.4,1.64,0.84,5.39,27.31,20.67,23.5,0.84,24.68,35.08,17.63,98.84,0.84,1.74,7.5
2024-01-30,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-4.0,-,Field1,2024.0,30.0,7.0,23.1,11.42,93.74,1.3,0.85,6.02,26.2,20.9,55.3,0.86,24.52,35.27,18.42,98.83,0.84,1.91,9.08
2024-01-31,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-5.0,-,Field1,2024.0,31.0,2.0,23.32,20.39,92.36,1.17,0.86,2.21,26.59,21.03,64.2,0.89,24.99,35.47,18.46,98.84,0.84,0.75,2.53
2024-02-01,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,2.0,+,Field1,2024.0,32.0,3.0,23.51,17.84,90.39,0.84,0.88,7.15,27.41,21.06,71.9,0.89,25.01,35.67,18.31,98.8,0.85,2.1,7.28
2024-02-02,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,5.0,+,Field1,2024.0,33.0,10.0,23.87,14.67,91.15,0.81,0.89,7.38,27.77,20.85,112.8,0.89,26.09,35.71,18.76,98.81,0.86,2.14,7.05
2024-02-03,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-4.0,-,Field1,2024.0,34.0,5.0,24.06,1.1,83.25,0.9,0.89,10.61,29.84,20.18,61.9,0.86,26.34,33.72,17.54,98.82,0.86,2.76,4.93
2024-02-04,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,0.0,0,Field1,2024.0,35.0,5.0,24.68,4.91,83.58,0.93,0.88,8.33,30.62,20.68,74.1,0.86,26.41,35.35,18.13,98.85,0.85,2.25,6.71
2024-02-05,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,4.0,+,Field1,2024.0,36.0,9.0,24.29,0.46,77.95,0.85,0.87,9.42,30.3,19.28,68.2,0.85,25.97,34.02,16.98,98.91,0.85,2.34,5.98
2024-02-06,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-8.0,-,Field1,2024.0,37.0,0.0,23.94,0.1,78.81,0.49,0.87,7.79,28.97,19.78,29.8,0.85,25.43,34.89,16.42,98.92,0.85,2.22,11.32
2024-02-07,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,14.0,+,Field1,2024.0,38.0,17.0,23.83,1.72,84.48,0.45,0.86,7.91,27.38,21.44,325.5,0.85,25.73,35.3,17.53,98.78,0.85,2.22,9.16
2024-02-08,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,6.0,Economic Threshold,0.0,-8.0,-,Field1,2024.0,39.0,7.0,24.2,3.98,87.48,0.57,0.86,7.74,28.84,21.32,358.6,0.85,25.63,35.82,18.09,98.71,0.85,2.26,9.41
2024-02-09,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,9.0,+,Field1,2024.0,40.0,15.0,24.52,8.57,87.0,0.7,0.87,8.03,30.63,21.25,68.7,0.86,26.46,35.7,18.49,98.8,0.85,2.09,6.46
2024-02-10,2024.0,Dry,Vegetative,Crop Growth Stage,RBB,11.0,Economic Damage,0.0,-4.0,-,Field1,2024.0,41.0,11.0,23.65,0.55,83.16,1.36,0.86,9.96,29.5,19.36,39.0,0.85,25.62,34.16,16.9,98.93,0.85,2.48,5.67
2024-02-11,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,-1.0,-,Field1,2024.0,42.0,10.0,23.78,0.61,84.13,2.16,0.86,8.4,29.8,19.78,30.4,0.84,25.54,35.27,17.13,98.92,0.85,2.34,7.23
2024-02-12,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-2.0,-,Field1,2024.0,43.0,8.0,22.92,0.01,81.31,1.89,0.85,9.44,29.37,18.35,41.1,0.83,24.48,33.01,15.51,98.99,0.84,2.46,7.05
2024-02-13,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,-1.0,-,Field1,2024.0,44.0,9.0,23.12,0.46,82.81,1.46,0.84,10.09,29.99,17.86,48.1,0.83,24.78,33.27,16.29,98.98,0.84,2.58,6.36
2024-02-14,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-7.0,-,Field1,2024.0,45.0,0.0,23.45,0.03,82.47,1.52,0.83,10.14,29.63,18.8,58.9,0.83,25.3,33.46,16.6,98.88,0.83,2.57,4.96
2024-02-15,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,14.0,+,Field1,2024.0,46.0,15.0,23.05,0.1,77.24,0.97,0.83,10.87,30.02,17.85,67.2,0.82,24.8,32.02,15.21,98.86,0.83,2.76,5.22
2024-02-16,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-10.0,-,Field1,2024.0,47.0,7.0,23.3,3.93,83.53,0.82,0.83,7.34,29.85,18.69,66.9,0.83,25.19,34.32,16.56,98.85,0.83,1.99,6.12
2024-02-17,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,9.0,+,Field1,2024.0,48.0,16.0,23.37,0.11,83.63,1.09,0.82,10.7,30.38,17.72,50.9,0.82,25.58,33.14,16.99,98.72,0.82,2.81,5.18
2024-02-18,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-4.0,-,Field1,2024.0,49.0,11.0,24.4,2.36,85.32,0.94,0.82,7.11,30.72,19.65,87.0,0.82,26.85,34.99,18.11,98.78,0.82,1.99,6.42
2024-02-19,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,4.0,+,Field1,2024.0,50.0,15.0,22.67,0.18,81.93,1.43,0.82,10.22,29.88,17.07,62.2,0.81,24.96,32.14,16.2,98.86,0.82,2.62,6.42
2024-02-20,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-5.0,-,Field1,2024.0,51.0,8.0,23.29,1.09,81.09,1.16,0.81,10.58,29.83,18.24,61.2,0.81,25.42,32.69,16.21,98.85,0.82,2.73,4.91
2024-02-21,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,4.0,+,Field1,2024.0,52.0,13.0,24.3,3.24,84.25,0.86,0.81,7.9,31.77,17.78,76.6,0.82,26.52,34.6,17.56,98.75,0.81,2.11,6.22
2024-02-22,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,13.0,Economic Damage,0.0,1.0,+,Field1,2024.0,53.0,16.0,24.44,14.08,86.6,1.08,0.81,6.93,31.07,19.84,38.2,0.83,26.91,35.84,18.35,98.73,0.81,1.93,6.58
2024-02-23,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,-8.0,-,Field1,2024.0,54.0,5.0,25.42,25.17,84.04,1.01,0.83,7.99,30.8,21.36,85.6,0.86,27.48,35.88,18.92,98.82,0.82,2.16,6.92
2024-02-24,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,0.0,0,Field1,2024.0,55.0,7.0,24.95,4.3,82.28,1.03,0.84,9.42,31.99,19.98,36.9,0.84,27.22,34.94,18.19,98.75,0.82,2.5,6.53
2024-02-25,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-4.0,-,Field1,2024.0,56.0,4.0,24.64,0.46,80.29,1.07,0.83,10.6,31.61,18.86,55.4,0.82,26.76,33.71,17.3,98.68,0.82,2.68,5.87
2024-02-26,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,14.0,+,Field1,2024.0,57.0,17.0,24.24,0.69,80.15,1.23,0.82,10.07,31.2,17.43,37.4,0.81,26.51,33.84,16.72,98.71,0.82,2.69,5.17
2024-02-27,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,-1.0,-,Field1,2024.0,58.0,15.0,23.67,1.21,83.93,1.52,0.81,7.25,28.08,19.92,34.8,0.81,25.35,35.62,16.92,98.72,0.81,2.05,7.94
2024-02-28,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-13.0,-,Field1,2024.0,59.0,2.0,22.6,1.24,85.92,1.93,0.81,8.44,26.71,18.81,44.7,0.81,24.21,34.56,16.34,98.71,0.81,2.25,7.24
2024-02-29,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,2.0,+,Field1,2024.0,60.0,4.0,24.39,1.51,84.45,1.73,0.8,8.42,29.88,20.62,70.5,0.81,26.37,35.51,18.1,98.63,0.81,2.22,6.44
2024-03-01,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-3.0,-,Field1,2024.0,61.0,0.0,24.88,2.63,85.74,1.11,0.8,8.33,30.25,20.85,64.0,0.81,26.54,36.0,18.69,98.63,0.81,2.19,8.19
2024-03-02,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,2.0,Below Threshold,0.0,2.0,+,Field1,2024.0,62.0,4.0,25.14,0.16,78.5,1.03,0.8,10.21,32.41,20.06,35.3,0.8,26.9,34.62,17.27,98.64,0.81,2.67,6.43
2024-03-03,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,1.0,+,Field1,2024.0,63.0,6.0,24.41,0.0,75.6,0.74,0.79,10.89,31.66,18.41,53.7,0.79,26.39,33.57,16.37,98.7,0.8,2.86,7.0
2024-03-04,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,11.0,+,Field1,2024.0,64.0,15.0,24.88,0.0,77.83,0.66,0.79,9.59,31.64,18.64,91.1,0.79,26.63,34.42,17.18,98.66,0.8,2.6,5.78
2024-03-05,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-6.0,-,Field1,2024.0,65.0,11.0,25.6,0.0,78.65,0.8,0.78,10.34,31.88,19.94,65.3,0.78,27.77,35.05,18.14,98.59,0.79,2.81,8.0
2024-03-06,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,7.0,+,Field1,2024.0,66.0,17.0,26.12,0.0,78.47,0.69,0.78,9.71,32.53,20.87,62.1,0.78,28.08,35.49,18.55,98.5,0.79,2.58,6.63
2024-03-07,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,4.0,Below Threshold,0.0,-11.0,-,Field1,2024.0,67.0,6.0,25.65,0.0,75.81,0.75,0.77,10.79,32.99,19.74,34.6,0.78,27.3,33.89,17.04,98.49,0.79,2.77,5.76
2024-03-08,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,5.0,Economic Threshold,0.0,1.0,+,Field1,2024.0,68.0,7.0,23.92,0.12,75.89,1.02,0.77,9.69,30.27,18.84,56.2,0.77,25.84,33.73,15.6,98.59,0.78,2.61,9.67
2024-03-09,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,10.0,Economic Damage,0.0,5.0,+,Field1,2024.0,69.0,10.0,23.63,1.78,80.6,1.1,0.76,9.19,30.16,19.48,48.8,0.78,25.22,34.16,15.49,98.62,0.78,2.59,6.16
2024-03-10,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,9.0,Economic Threshold,0.0,-1.0,-,Field1,2024.0,70.0,10.0,23.95,0.14,78.98,1.11,0.76,9.91,31.09,18.61,43.9,0.77,25.76,33.62,16.03,98.82,0.78,2.78,6.56
2024-03-11,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,3.0,Below Threshold,0.0,-6.0,-,Field1,2024.0,71.0,6.0,24.71,0.03,70.59,0.77,0.76,10.59,31.33,17.69,51.1,0.76,25.9,33.18,14.95,98.82,0.77,2.92,6.28
2024-03-12,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,4.0,+,Field1,2024.0,72.0,8.0,25.64,8.92,79.48,0.78,0.75,9.15,32.15,19.95,77.8,0.79,27.59,35.87,17.86,98.69,0.77,2.72,10.16
2024-03-13,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,7.0,+,Field1,2024.0,73.0,17.0,24.48,0.25,78.23,1.27,0.76,8.44,30.96,20.18,43.5,0.77,26.5,34.91,16.39,98.74,0.77,2.32,7.34
2024-03-14,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-6.0,-,Field1,2024.0,74.0,8.0,24.35,0.05,79.01,1.37,0.75,9.71,31.68,18.09,47.7,0.76,26.6,33.61,16.91,98.7,0.76,2.61,6.78
2024-03-15,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,12.0,Economic Damage,0.0,4.0,+,Field1,2024.0,75.0,15.0,23.58,0.88,80.8,1.27,0.75,9.47,30.09,19.07,71.0,0.76,25.91,33.65,16.45,98.78,0.76,2.54,10.16
2024-03-16,2024.0,Dry,Reproductive,Crop Growth Stage,RBB,1.0,Below Threshold,0.0,-11.0,-,Field1,2024.0,76.0,4.0,24.64,0.38,76.54,1.07,0.74,11.27,32.24,17.69,39.5,0.75,26.59,33.87,16.45,98.77,0.76,3.08,6.54
2024-03-17,2024.0,Dry,Ripening,Crop Growth Stage,RBB,7.0,Economic Threshold,0.0,6.0,+,Field1,2024.0,77.0,9.0,24.92,0.16,74.54,1.05,0.74,10.77,31.34,19.64,30.5,0.75,26.59,33.32,16.09,98.69,0.75,2.81,6.45
2024-03-18,2024.0,Dry,Ripening,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,7.0,+,Field1,2024.0,78.0,14.0,23.76,0.01,77.0,0.94,0.74,10.31,29.9,18.13,17.8,0.75,25.67,33.39,15.41,98.63,0.75,2.69,7.13
2024-03-19,2024.0,Dry,Ripening,Crop Growth Stage,RBB,8.0,Economic Threshold,0.0,-6.0,-,Field1,2024.0,79.0,11.0,24.48,0.0,78.97,0.8,0.73,9.87,30.37,19.56,1.8,0.74,26.67,34.81,16.61,98.7,0.75,2.59,6.26
2024-03-20,2024.0,Dry,Ripening,Crop Growth Stage,RBB,0.0,Below Threshold,0.0,-8.0,-,Field1,2024.0,80.0,0.0,25.62,0.0,78.96,1.13,0.73,10.29,32.56,20.82,15.6,0.74,27.5,35.18,17.71,98.68,0.74,2.81,8.21
2024-03-21,2024.0,Dry,Ripening,Crop Growth Stage,RBB,14.0,Economic Damage,0.0,14.0,+,Field1,2024.0,81.0,17.0,25.06,0.01,74.79,1.01,0.73,10.53,32.64,18.07,28.0,0.74,27.36,34.66,16.34,98.61,0.74,2.92,5.98
2024-03-22,2024.0,Dry,Ripening,Crop Growth Stage,RBB,15.0,Economic Damage,0.0,1.0,+,Field1,2024.0,82.0,15.0,25.67,0.01,76.27,0.71,0.72,10.58,33.02,19.9,47.0,0.73,27.5,35.23,17.3,98.61,0.73,2.9,5.53
